VacationHomeID,VacHomeClass,VacHomeZone,VacHomeLotFrontage,VacHomeLotSqFt,VacHomeStreet,VacHomeRoad,VacHomeLotShape,VacHomeLandContour,VacHomeUtilities,VacHomeLotConfig,VacHomeLandSlope,VacHomeNeighborhood,VacHomeCondition,VacHomeBuilding,VacHomeHouseStyle,VacHomeRating,VacHomeQuality,VacHomeConsYear,VacHomeSince,VacHomeRoofStyle,VacHomeRoofMat,VacHomeExterior,VacHomeMasonryVeneer,VacHomeMasonryArea,VacHomeExterQual,VacHomeQual,VacHomeFoundation,VacHomeBsmtQuality,VacHomeBsmtLight,VacHomeBsmtFinish,VacHomeBsmtSqFt,VacHomeHeating,VacHomeHeatingQuality,VacHomeAC,VacHomeElectricalWiring,VacHomeFloor1SqFt,VacHomeFloor2SqFt,VacHomeSqFt,VacHomeNumFullBath,VacHomeNumHalfBath,VacHomeBedroomWithCloset,VacHomeKitcheninHome,VacHomeKitchenQuality,VacHomeRooms,VacHomeFireplaces,VacHomeFireplaceQuality,VacHomeGarageType,VacHomeGarageFinish,VacHomeCarsInGarage,VacHomeGarageArea,VacHomeGarageQuality,VacHomeDriveway,VacHomeWoodDeckSqFt,VacHomePorchSqFt,VacHomePoolSqFt,VacHomePoolQuality,VacHomeFence,VacHomeStartMonth,VacHomeStartYear,VacHomeSaleType,VacHomeSaleCondition,VacHomeSalePrice,VacHomeInterestInHome,VacHomeGoodSchools,VacHomeAvailableDate,VacHomeBarCode,VacHomeOwnerAddress,VacHomeOwnerCity,VacHomeOwnerCountry,VacHomeOwnerEmail,VacHomeOwnerGender,VacHomeOwnerState,VacHomeOwnerZipcode,VacHomeRenovationAmount,VacHomeSurveyDate,VacHomeSurveyRating,VacHomeReviewDate,VacHomeReviewRating
200,VacHomeClass-1,VacHomeZone-1,76.0,9591,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 16,Proximity to School,Apartment,Contemporary,8,5,2005,2011,Sawtooth,Rolled Roofing,Board Batten,Natural Stone,262.0,4,3,Individual footing,5.0,Large Windows,ZenWall Panels,1713,Furnace,5,Yes,NM Cable,1713,0,1713,2,0,3,1,5,7,1,Gd,Attached,DryWall,3,856,3,Paved,0,0,0,0,No Fence,1,2009,Down payment assistance,Regular,228173.0,N,N,2021-01-13,72362037,"Olaf-Mosemann-Straße 59
93813 Schleiz",Lübeck,Gabun,foersterhenni@weinhold.com,Unknown,Schleswig-Holstein,99107,22.0,2021-10-28,2.0,2021-10-28,2.0
201,VacHomeClass-1,VacHomeZone-2,80.0,8546,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Corner lot,No Slope,RNH 8,Proximity to School,Apartment,Contemporary,4,5,2006,2011,Gable,Rolled Roofing,Board Batten,Manmade Stone,0.0,3,3,Individual footing,4.0,No Sunlight,Dry Wall,1121,Furnace,5,Yes,NM Cable,1121,0,1121,2,0,2,1,3,5,0,,Attached,Wood Sheathing,2,440,3,Paved,132,0,0,0,No Fence,3,2010,Down payment assistance,Regular,116206.0,Y,Y,2021-03-23,84816153,"Hans-Uwe-Kusch-Allee 9/0
86407 Neuruppin",Bersenbrück,Luxemburg,ljockel@googlemail.com,M,Hessen,56162,82.0,2021-11-04,4.6,2021-11-04,4.6
202,VacHomeClass-1,VacHomeZone-1,75.0,10125,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 12,Proximity to School,Apartment,Contemporary,6,6,1980,1984,Gable,Rolled Roofing,Brick,Manmade Stone,0.0,3,3,Combined footing,3.0,No Sunlight,BrightWall Paneling,1196,Furnace,3,Yes,NM Cable,1279,0,1279,2,0,3,1,3,6,2,Fa,Detached,Metal Panels,2,473,3,Paved,238,0,0,0,Vinyl Fences,2,2008,Down payment assistance,Regular,142351.0,Y,N,2021-10-29,87009132,"Rudolphstraße 5/7
05334 Mainburg",Göppingen,Britische Jungferninseln,nbluemel@web.de,F,Nordrhein-Westfalen,32973,74.0,2021-09-24,4.0,2021-09-24,4.0
203,VacHomeClass-5,VacHomeZone-1,50.0,7000,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Corner lot,No Slope,RNH 18,Proximity to Gym,Apartment,Craftsman,6,6,1925,1953,Gable,Rolled Roofing,Log Wood,Manmade Stone,0.0,3,4,Strip foundation,2.0,No Sunlight,Basement to Beautiful Panels,617,Furnace,4,Yes,NM Cable,865,445,1310,2,0,2,1,3,6,0,,Attached,Metal Panels,1,398,3,Paved,0,0,0,0,No Fence,5,2006,Reverse Mortgage,Regular,92966.0,Y,Y,2021-07-29,8917485,"Rudolphweg 2
49974 Donaueschingen",Gardelegen,Eritrea,josehartmann@yahoo.de,Unknown,Sachsen-Anhalt,8249,28.0,2021-07-12,3.4,2021-07-12,3.4
204,VacHomeClass-12,VacHomeZone-2,,4438,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 6,Proximity to School,SingleFamilyHome,Contemporary,6,5,2008,2009,Gable,Rolled Roofing,Board Batten,Natural Stone,205.0,4,3,Individual footing,4.0,Large Windows,ZenWall Panels,848,Furnace,5,Yes,NM Cable,848,0,848,1,0,1,1,4,3,1,Gd,Attached,Wood Sheathing,2,420,3,Paved,149,0,0,0,No Fence,1,2008,Down payment assistance,Regular,123676.0,N,Y,2021-05-19,44794347,"Rohtring 4/4
59400 Waren",Kleve,Ukraine,pscheel@wieloch.net,M,Saarland,75822,8.0,2021-01-31,3.1,2021-01-31,3.1
205,VacHomeClass-5,VacHomeZone-2,50.0,3500,Cobblestone,Concrete,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 18,Proximity to School,Apartment,Craftsman,5,7,1949,1956,Gable,Rolled Roofing,Concrete,Manmade Stone,0.0,3,3,Combined footing,3.0,No Sunlight,Basement to Beautiful Panels,720,Furnace,3,Yes,NM Cable,720,564,1284,1,1,2,1,3,5,0,,Detached,Metal Panels,1,240,3,Paved,0,0,0,0,Metal Fences,4,2009,Down payment assistance,Regular,91306.0,N,Y,2021-11-08,23710184,"Zorbachweg 71
43660 Beilngries",Bernburg,Tansania,cpechel@gmail.com,F,Schleswig-Holstein,50278,4.0,2021-02-17,3.0,2021-02-17,3.0
206,VacHomeClass-1,VacHomeZone-1,99.0,11851,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Corner lot,No Slope,RNH 9,Proximity to School,Apartment,Contemporary,7,5,1993,1998,Gable,Rolled Roofing,Horizontal Wood,Manmade Stone,0.0,3,3,Individual footing,4.0,No Sunlight,Dry Wall,1424,Furnace,5,Yes,NM Cable,1442,0,1442,2,0,3,1,3,5,0,,Attached,Wood Sheathing,2,500,3,Paved,0,508,0,0,No Fence,5,2009,Down payment assistance,Regular,149821.0,Y,N,2021-12-13,3702024,"Bienplatz 8/1
44037 Wunsiedel",Illertissen,Aserbaidschan,biancaboucsein@niemeier.net,M,Bayern,58600,58.0,2021-05-15,3.2,2021-05-15,3.2
207,VacHomeClass-1,VacHomeZone-1,40.0,13673,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Cul-de-sac,No Slope,RNH 20,Proximity to Dance Club,Apartment,Contemporary,5,5,1963,1971,Gable,Rolled Roofing,Horizontal Wood,Manmade Stone,0.0,3,4,Combined footing,3.0,No Sunlight,Dry Wall,1140,Furnace,3,Yes,NM Cable,1696,0,1696,1,1,3,1,3,8,1,TA,Attached,Wood Sheathing,1,349,3,Paved,0,0,0,0,No Fence,3,2007,Down payment assistance,Regular,119443.0,Y,Y,2021-12-13,77049438,"Stollstr. 9/7
31467 Starnberg",Gütersloh,Turkmenistan,kuhlmariusz@ortmann.de,Unknown,Nordrhein-Westfalen,3337,23.0,2021-01-04,2.5,2021-01-04,2.5
208,VacHomeClass-1,VacHomeZone-1,,12493,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,NAmes,Proximity to School,Apartment,Contemporary,4,5,1961,1968,Gable,Rolled Roofing,Wood Shingle,Manmade Stone,0.0,3,3,Individual footing,3.0,No Sunlight,BrightWall Paneling,1100,Furnace,3,Yes,NM Cable,1100,0,1100,1,0,3,1,3,6,1,Po,Attached,Wood Sheathing,1,312,3,Paved,355,0,0,0,Wood Fences,4,2008,Down payment assistance,Regular,117036.0,Y,N,2021-04-08,13039929,"Kostolzinstr. 594
67766 Gransee",Dresden,São Tomé und Príncipe,hannah00@hentschel.net,F,Sachsen-Anhalt,52684,45.0,2021-01-28,2.3,2021-01-28,2.3
209,VacHomeClass-6,VacHomeZone-1,,14364,Cobblestone,Gravel,Reverse Pie,Low Level,Trash|Gas|Water|Electricity,Interior lot,Little Slope,RNH 21,Proximity to School,Apartment,Bungalow,7,5,1992,1996,Gable,Rolled Roofing,Brick,Natural Stone,128.0,4,3,Combined footing,4.0,French Doors,ZenWall Panels,1157,Furnace,5,Yes,NM Cable,1180,882,2062,2,1,3,1,3,7,1,Gd,Attached,DryWall,2,454,3,Paved,60,0,0,0,No Fence,4,2007,Down payment assistance,Regular,229916.0,Y,N,2021-06-12,44791001,"Raphaela-Loos-Weg 529
50043 Waldmünchen",Schleiz,Nicaragua,spreiss@googlemail.com,M,Thüringen,33579,97.0,2021-01-02,2.1,2021-01-02,2.1
210,VacHomeClass-1,VacHomeZone-1,75.0,8250,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,NAmes,Proximity to School,Apartment,Contemporary,6,7,1965,1971,Sawtooth,Rolled Roofing,Horizontal Wood,Manmade Panels,260.0,3,3,Combined footing,4.0,No Sunlight,Foamax,1092,Furnace,5,Yes,NM Cable,1092,0,1092,1,0,3,1,3,6,0,,Attached,Wood Sheathing,2,504,3,Paved,0,0,0,0,Vinyl Fences,7,2008,Down payment assistance,Regular,120356.0,N,Y,2021-06-01,32761504,"Phillip-Ruppersberger-Weg 573
85990 Füssen",Ludwigsburg,Simbabwe,hellwigannie@sager.de,F,Thüringen,49104,12.0,2021-10-18,1.4,2021-10-18,1.4
211,VacHomeClass-2,VacHomeZone-1,67.0,5604,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 8,Proximity to School,Apartment,Contemporary,5,6,1929,1957,Gable,Rolled Roofing,Fiber cement,Manmade Stone,0.0,3,3,Combined footing,3.0,No Sunlight,Foamax,864,Furnace,3,No,Underground Feeder Cable,864,0,864,1,0,2,1,3,5,0,,No Garage,Unfinished,0,0,0,Paved,0,0,0,0,No Fence,4,2008,Down payment assistance,Regular,81346.0,Y,N,2021-12-05,51070311,"Neuschäferstraße 57
83459 Eichstätt",Nördlingen,Grönland,deborahstriebitz@googlemail.com,Unknown,Nordrhein-Westfalen,68514,84.0,2021-05-24,1.9,2021-05-24,1.9
212,VacHomeClass-1,VacHomeZone-1,83.0,10420,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Corner lot,No Slope,RNH 8,Proximity to School,Apartment,Contemporary,6,5,2010,2012,Gable,Rolled Roofing,Board Batten,Manmade Stone,0.0,3,3,Individual footing,4.0,Small Windows,ZenWall Panels,1212,Furnace,5,Yes,NM Cable,1212,0,1212,2,0,3,1,4,6,0,,Attached,Wood Sheathing,2,460,3,Paved,100,0,0,0,No Fence,3,2010,Down payment assistance,Regular,154386.0,N,Y,2021-09-19,23770614,"Birnbaumring 963
32718 Wolfach",Nördlingen,Mikronesien,soeren60@rose.de,M,Hamburg,73252,34.0,2021-04-01,2.2,2021-04-01,2.2
213,VacHomeClass-6,VacHomeZone-5,72.0,8640,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 22,Proximity to School,Apartment,Bungalow,7,5,2014,2019,Gable,Rolled Roofing,Board Batten,Manmade Stone,0.0,3,3,Individual footing,4.0,No Sunlight,ZenWall Panels,900,Furnace,5,Yes,NM Cable,932,920,1852,2,1,3,1,4,7,1,TA,Attached,Wood Sheathing,2,644,3,Paved,168,0,0,0,No Fence,7,2009,Government-backed programs,Distress Sale,209728.74,Y,Y,2021-12-09,54598133,"Eckhart-Dussen van-Straße 40
58390 Bad Kissingen",Böblingen,San Marino,sontagheidemarie@googlemail.com,M,Bremen,75392,25.0,2021-06-26,1.7,2021-06-26,1.7
214,VacHomeClass-1,VacHomeZone-1,43.0,13568,Cobblestone,Gravel,Rectangular,Flat,Trash|Gas|Water|Electricity,Cul-de-sac,No Slope,RNH 6,Proximity to School,Apartment,Contemporary,5,5,1999,2005,Gable,Rolled Roofing,Board Batten,Manmade Stone,0.0,3,3,Individual footing,4.0,No Sunlight,BrightWall Paneling,990,Furnace,5,Yes,NM Cable,990,0,990,1,0,3,1,3,5,0,,Attached,Metal Panels,2,576,3,Paved,224,0,0,0,No Fence,7,2006,Down payment assistance,Regular,129486.0,N,N,2021-06-09,33301136,"Hellmut-Hornich-Allee 4/6
06640 Burglengenfeld",Calw,Guinea,ydehmel@ruppert.de,F,Baden-Württemberg,6898,84.0,2021-05-14,3.2,2021-05-14,3.2
215,VacHomeClass-6,VacHomeZone-1,,10900,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,T-intersection,No Slope,RNH 6,Proximity to School,Apartment,Bungalow,6,7,1979,1986,Gable,Rolled Roofing,Horizontal Wood,Natural Stone,153.0,3,3,Combined footing,4.0,No Sunlight,ZenWall Panels,689,Furnace,5,Yes,NM Cable,689,703,1392,1,1,3,1,3,6,0,,Attached,DryWall,1,299,3,Paved,0,0,0,0,Vinyl Fences,3,2010,Down payment assistance,Regular,134258.5,Y,Y,2021-12-18,56552393,"Trommlerring 666
65203 Lippstadt",Darmstadt,St. Helena,lindaumariusz@drub.net,Unknown,Thüringen,88065,32.0,2021-01-11,2.5,2021-01-11,2.5
216,VacHomeClass-1,VacHomeZone-1,72.0,10011,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,NAmes,Proximity to School,Apartment,Contemporary,5,6,1958,2000,Gable,Rolled Roofing,Horizontal Wood,Natural Stone,64.0,3,3,Combined footing,3.0,No Sunlight,CleanSpace Wall System,1070,Furnace,3,Yes,NM Cable,1236,0,1236,1,0,2,1,4,6,1,Fa,Attached,Metal Panels,1,447,3,Paved,0,0,0,0,Vinyl Fences,5,2006,Down payment assistance,Regular,111599.5,Y,N,2021-02-12,27441817,"Andersallee 94
58596 Eisleben",Borna,Kaimaninseln,carolina01@gmx.de,Unknown,Mecklenburg-Vorpommern,30581,77.0,2021-05-11,4.4,2021-05-11,4.4
217,VacHomeClass-1,VacHomeZone-1,65.0,8450,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 6,Proximity to School,Apartment,Contemporary,7,5,2005,2006,Gable,Rolled Roofing,Board Batten,Natural Stone,266.0,4,3,Individual footing,4.0,Small Windows,ZenWall Panels,1436,Furnace,5,Yes,NM Cable,1436,0,1436,2,0,3,1,4,8,0,,Attached,Metal Panels,2,484,3,Paved,139,0,0,0,No Fence,4,2008,Down payment assistance,Regular,174306.0,N,N,2021-08-17,24344234,"Dietlind-Blümel-Platz 1
29252 Passau",Stade,Gambia,jens-peter09@yahoo.de,M,Niedersachsen,43536,42.0,2021-04-26,3.2,2021-04-26,3.2
218,VacHomeClass-7,VacHomeZone-2,57.0,9906,Cobblestone,Concrete,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 18,Proximity to School,Apartment,Bungalow,4,4,1926,1955,Gable,Rolled Roofing,Log Wood,Manmade Stone,0.0,3,3,Combined footing,3.0,No Sunlight,Dry Wall,686,Furnace,2,No,NM Cable,810,518,1328,1,0,3,1,3,8,0,,Detached,Metal Panels,1,210,3,Paved,0,0,0,0,No Fence,9,2006,Down payment assistance,Foreclosure,88816.0,N,Y,2021-08-06,61614741,"Kallertallee 342
40014 Staßfurt",Magdeburg,Brunei Darussalam,matthaeihenri@yahoo.de,F,Sachsen-Anhalt,96754,22.0,2021-08-19,1.1,2021-08-19,1.1
219,VacHomeClass-5,VacHomeZone-1,,15660,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Corner lot,No Slope,RNH 7,Proximity to School,Apartment,Craftsman,7,9,1943,2010,Gable,Rolled Roofing,Board Batten,Natural Stone,312.0,4,4,Combined footing,3.0,No Sunlight,CleanSpace Wall System,798,Furnace,5,Yes,NM Cable,1137,817,1954,1,1,3,1,4,8,2,TA,Attached,Metal Panels,2,431,3,Paved,0,0,0,0,No Fence,5,2008,Down payment assistance,Regular,258551.0,Y,N,2021-08-23,6198312,"Frederic-Fritsch-Weg 335
47789 Hünfeld",Halberstadt,Schweiz,hendrikskaspar@pechel.net,M,Sachsen-Anhalt,90460,34.0,2021-07-27,3.2,2021-07-27,3.2
220,VacHomeClass-12,VacHomeZone-1,43.0,3010,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 1,Proximity to School,SingleFamilyHome,Contemporary,7,5,2007,2013,Gable,Rolled Roofing,Board Batten,Natural Stone,16.0,4,3,Individual footing,4.0,Large Windows,ZenWall Panels,1248,Furnace,5,Yes,NM Cable,1248,0,1248,2,0,2,1,4,5,0,,Attached,DryWall,2,438,3,Paved,108,0,0,0,No Fence,3,2006,Government-backed programs,Distress Sale,138815.19999999998,Y,Y,2021-08-14,63780512,"Timm-Christoph-Gasse 2
73345 Duderstadt",Stade,Falklandinseln,maria17@reising.net,M,Thüringen,22540,55.0,2021-05-27,2.2,2021-05-27,2.2
221,VacHomeClass-1,VacHomeZone-1,73.0,8990,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 6,Proximity to School,Apartment,Contemporary,7,5,2008,2010,Gable,Rolled Roofing,Board Batten,Manmade Stone,0.0,4,3,Individual footing,4.0,Small Windows,Dry Wall,1498,Furnace,5,Yes,NM Cable,1498,0,1498,2,0,2,1,4,5,0,,Attached,Wood Sheathing,2,675,3,Paved,351,0,0,0,No Fence,4,2006,Government-backed programs,Distress Sale,170073.0,N,Y,2021-08-09,70848199,"Grafgasse 10
15951 Hohenmölsen",Pegnitz,Togo,laila33@gmx.de,M,Brandenburg,56220,82.0,2021-11-09,2.5,2021-11-09,2.5
222,VacHomeClass-6,VacHomeZone-1,,8068,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 9,Proximity to School,Apartment,Bungalow,6,5,2004,2008,Gable,Rolled Roofing,Board Batten,Manmade Stone,0.0,4,3,Individual footing,4.0,No Sunlight,Dry Wall,1010,Furnace,5,Yes,NM Cable,1010,1257,2267,2,1,4,1,4,8,1,TA,Breezeway,Wood Sheathing,2,390,3,Paved,120,0,0,0,No Fence,12,2009,Family Sponsored,Regular,166006.0,N,Y,2021-03-22,24490207,"Francesco-Metz-Straße 8/7
87714 Main-Höchst",Warendorf,Belarus,uberger@hotmail.de,M,Berlin,16663,22.0,2021-07-17,2.3,2021-07-17,2.3
223,VacHomeClass-6,VacHomeZone-1,85.0,11475,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 17,Proximity to Restaurants,Apartment,Bungalow,6,6,1979,1981,Gable,Rolled Roofing,Board Batten,Manmade Stone,0.0,3,3,Combined footing,4.0,No Sunlight,BrightWall Paneling,713,Furnace,3,Yes,NM Cable,811,741,1552,2,1,3,1,3,6,1,TA,Attached,Wood Sheathing,2,434,3,Paved,209,0,0,0,Vinyl Fences,2,2006,Down payment assistance,Regular,149323.0,N,N,2021-05-06,26236988,"Ullmannplatz 57
20424 Werdau",Sternberg,Kroatien,adolf39@schuster.com,M,Brandenburg,76610,6.0,2021-10-21,2.4,2021-10-21,2.4
224,VacHomeClass-1,VacHomeZone-1,70.0,10500,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,T-intersection,No Slope,NAmes,Proximity to School,Apartment,Contemporary,4,6,1975,1976,Gable,Rolled Roofing,Horizontal Wood,Manmade Stone,0.0,3,3,Combined footing,3.0,No Sunlight,BrightWall Paneling,864,Furnace,4,Yes,NM Cable,864,0,864,1,0,2,1,3,4,0,,Detached,Metal Panels,2,576,3,Paved,216,0,0,0,No Fence,3,2009,Down payment assistance,Shortsale,80516.0,N,Y,2021-01-07,97997399,"Holstenring 3/1
04388 Stendal",Uelzen,Vereinigtes Königreich,kroehricht@web.de,F,Berlin,39817,14.0,2021-05-25,4.0,2021-05-25,4.0
225,VacHomeClass-1,VacHomeZone-1,103.0,13472,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 16,Proximity to School,Apartment,Contemporary,10,5,2005,2008,Sawtooth,Rolled Roofing,Board Batten,Natural Stone,922.0,5,3,Individual footing,5.0,French Doors,ZenWall Panels,2392,Furnace,5,Yes,NM Cable,2392,0,2392,2,0,3,1,5,8,1,Ex,Attached,DryWall,3,968,3,Paved,248,0,0,0,No Fence,6,2009,Down payment assistance,Regular,320593.5,Y,N,2021-08-19,40432694,"auch Schlauchinstraße 3/0
06937 Ribnitz-Damgarten",Göppingen,Britische Jungferninseln,gunhild02@mielcarek.de,M,Sachsen-Anhalt,30268,85.0,2021-12-01,2.9,2021-12-01,2.9
226,VacHomeClass-13,VacHomeZone-2,21.0,1680,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 3,Proximity to School,MultiFamilyHome,Bungalow,5,5,1975,1977,Gable,Rolled Roofing,Horizontal Wood,Natural Stone,142.0,3,3,Combined footing,3.0,No Sunlight,Dry Wall,630,Furnace,3,Yes,NM Cable,630,672,1302,2,1,3,1,3,6,0,,Detached,Metal Panels,1,280,3,Paved,0,0,0,0,No Fence,5,2009,Reverse Mortgage,Shortsale,92966.0,Y,Y,2021-05-06,71269139,"Kuschstraße 315
78181 Parchim",Mühlhausen,Costa Rica,mosemanngregor@gmail.com,Unknown,Baden-Württemberg,73726,53.0,2021-01-08,4.1,2021-01-08,4.1
227,VacHomeClass-6,VacHomeZone-1,82.0,9950,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 14,Proximity to School,Apartment,Bungalow,7,5,1998,2000,Gable,Rolled Roofing,Board Batten,Natural Stone,290.0,4,3,Individual footing,4.0,No Sunlight,ZenWall Panels,1203,Furnace,5,Yes,NM Cable,1214,1306,2520,2,1,4,1,4,9,1,TA,Attached,Wood Sheathing,3,721,3,Paved,224,0,0,0,No Fence,6,2007,Down payment assistance,Shortsale,240706.0,N,N,2021-04-27,13169992,"Irmingard-Mans-Straße 3/2
10435 Dinslaken",Nürtingen,Armenien,jraedel@beyer.com,M,Sachsen-Anhalt,1969,98.0,2021-09-30,1.2,2021-09-30,1.2
228,VacHomeClass-13,VacHomeZone-2,21.0,1869,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 3,Proximity to School,MultiFamilyHome,Bungalow,6,6,1971,1977,Gable,Rolled Roofing,Horizontal Wood,Natural Stone,127.0,3,3,Combined footing,3.0,No Sunlight,Foamax,483,Furnace,3,Yes,NM Cable,483,504,987,1,1,2,1,3,5,0,,Detached,Metal Panels,1,280,3,Paved,0,0,0,0,No Fence,9,2008,Down payment assistance,Regular,87986.0,Y,Y,2021-12-10,21268830,"Sorgatzgasse 8/4
70404 Gotha",Stadtsteinach,Äquatorialguinea,albersanette@gmail.com,M,Nordrhein-Westfalen,81337,57.0,2021-06-13,3.8,2021-06-13,3.8
229,VacHomeClass-1,VacHomeZone-1,70.0,8521,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,T-intersection,No Slope,RNH 20,Proximity to Hospital,Apartment,Contemporary,5,5,1972,1970,Gable,Rolled Roofing,Horizontal Wood,Manmade Stone,0.0,3,3,Combined footing,3.0,No Sunlight,BrightWall Paneling,912,Furnace,3,Yes,NM Cable,912,0,912,1,0,3,1,3,5,1,Fa,Detached,Metal Panels,1,336,3,Paved,0,0,0,0,Vinyl Fences,5,2010,Down payment assistance,Regular,103756.0,Y,N,2021-03-18,84908483,"Eimerallee 644
89764 Klötze",Wittstock,Tokelau,isabell62@gmx.de,F,Brandenburg,12551,20.0,2021-06-11,2.9,2021-06-11,2.9
230,VacHomeClass-12,VacHomeZone-1,43.0,3182,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 1,Proximity to School,SingleFamilyHome,Contemporary,7,5,2008,2016,Gable,Rolled Roofing,Board Batten,Natural Stone,16.0,4,3,Individual footing,4.0,Large Windows,ZenWall Panels,1373,Furnace,5,Yes,NM Cable,1555,0,1555,2,0,2,1,4,7,1,TA,Attached,DryWall,2,430,3,Paved,143,0,0,0,No Fence,5,2009,Down payment assistance,Regular,159781.0,N,Y,2021-03-16,98727674,"Klaas-Sauer-Ring 972
15022 Hünfeld",Angermünde,Burundi,gabor71@yahoo.de,F,Berlin,56051,72.0,2021-06-13,3.5,2021-06-13,3.5
231,VacHomeClass-1,VacHomeZone-1,73.0,8760,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,NAmes,Proximity to School,Apartment,Contemporary,6,6,1964,1965,Sawtooth,Rolled Roofing,Log Wood,Natural Stone,220.0,3,3,Combined footing,3.0,No Sunlight,Dry Wall,1194,Furnace,3,Yes,NM Cable,1194,0,1194,1,0,3,1,3,6,0,,Attached,Wood Sheathing,1,312,3,Paved,0,0,0,0,No Fence,4,2010,Down payment assistance,Regular,122846.0,Y,N,2021-11-30,39191496,"Jopichgasse 6/2
53132 Bad Kreuznach",Stuttgart,Slowakei,siegmund93@googlemail.com,M,Rheinland-Pfalz,57100,3.0,2021-02-02,2.7,2021-02-02,2.7
232,VacHomeClass-6,VacHomeZone-1,174.0,15138,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 14,Proximity to School,Apartment,Bungalow,8,5,1999,2004,Gable,Rolled Roofing,Board Batten,Natural Stone,506.0,4,3,Individual footing,4.0,No Sunlight,ZenWall Panels,1462,Furnace,5,Yes,NM Cable,1490,1304,2794,2,1,4,1,5,9,1,TA,Attached,DryWall,3,810,3,Paved,0,0,0,0,No Fence,7,2009,Down payment assistance,Regular,334496.0,N,Y,2021-11-14,21857911,"Gorlitzring 9/9
86545 Schwandorf",Meißen,Dschibuti,weimerleon@gmail.com,M,Mecklenburg-Vorpommern,72092,74.0,2021-09-03,3.8,2021-09-03,3.8
233,VacHomeClass-13,VacHomeZone-2,21.0,1680,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 3,Proximity to School,MultiFamilyHome,Bungalow,6,5,1973,1978,Gable,Rolled Roofing,Horizontal Wood,Natural Stone,297.0,3,3,Combined footing,3.0,No Sunlight,Dry Wall,483,Furnace,3,Yes,NM Cable,483,504,987,1,1,2,1,3,5,1,Po,Attached,Metal Panels,1,288,3,Paved,0,0,0,0,No Fence,6,2006,Down payment assistance,Regular,78441.0,N,Y,2021-01-12,16287259,"Edgar-Lindau-Straße 9/5
99903 Eutin",Wittmund,Republik Moldau,zoestrovsky@hotmail.de,M,Thüringen,80012,60.0,2021-01-23,4.6,2021-01-23,4.6
